id,title,keywords,ratings,confidences,withdraw,review_lengths
CKATCkQFcdJ,Gradient Descent Converges Linearly for Logistic Regression on Separable Data,"['logistic regression', 'gradient descent', 'sparse optimization']","[6, 8, 5, 8]","[3, 4, 4, 4]",0,"[367, 617, 405, 405]"
c5-qKzTbP2O,Interpretable (meta)factorization of clinical questionnaires to identify general dimensions of psychopathology,"['Factor analysis', 'matrix factorization', 'meta-factors', 'latent constructs', 'Healthy Brain Network Study']","[5, 6, 8, 3, 3]","[3, 4, 4, 5, 4]",0,"[398, 433, 325, 201, 390]"
hCmjBJeGXcu,Enhancing Meta Learning via Multi-Objective Soft Improvement Functions,"['Meta Learning', 'Multi-Objective Optimization']","[6, 8, 3]","[2, 3, 4]",0,"[500, 407, 1406]"
VM8batVBWvg,Discrete Predictor-Corrector Diffusion Models for Image Synthesis,"['discrete diffusion models', 'image synthesis']","[8, 6, 8]","[3, 4, 3]",0,"[581, 224, 359]"
U0jfsqmoV-4,Instruction-Following Agents with Jointly Pre-Trained Vision-Language Models,"['reinforcement learning', 'pre-training', 'multimodal representation', 'representation learning', 'transformer']","[5, 6, 5]","[4, 4, 2]",0,"[511, 273, 1072]"
G7E_K3WaLpK,Infusing Lattice Symmetry Priors in Neural Networks Using Soft Attention Masks,[],"[6, 5, 5, 6, 5]","[2, 3, 3, 4, 4]",0,"[475, 177, 279, 306, 175]"
K1NKDaNM9i,Counterfactual Vision-Language Data Synthesis with Intra-Sample Contrast Learning,"['counterfactual', 'data augmentation', 'vision language', 'kowledge distillation', 'vcr', 'vqa', 'visual question answering', 'commonsense reasoning', 'multimodal', 'robust', 'domain-shift', 'debiased']","[1, 1, 3, 3]","[1, 3, 4, 4]",0,"[116, 317, 465, 377]"
6G5DwFLYRM,META-LEARNING FOR UNSUPERVISED OUTLIER DETECTION WITH OPTIMAL TRANSPORT,"['unsupervised learning', 'automl', 'optimal transport']","[3, 3, 1, 5]","[4, 3, 4, 2]",0,"[456, 467, 362, 478]"
tcbBPnfwxS,GPTQ: Accurate Quantization for Generative Pre-trained Transformers,"['compression', 'quantization', 'generative pre-trained transformers', 'GPT', 'second-order methods']","[6, 5, 5]","[4, 4, 5]",0,"[337, 770, 737]"
Bo-1bxmCrrA,Domain-Invariant Auxiliary Learning for Robust Few-Shot Predictions from Noisy Data,"['meta-learning', 'few-shot learning', 'auxiliary task']","[6, 6, 3, 3]","[4, 4, 4, 4]",0,"[316, 213, 1639, 1382]"
hA7XDfCD1y2,Attentive MLP for Non-Autoregressive Generation,"['Non-autoregressive', 'AMLP', 'linear complexity']","[5, 5, 5]","[4, 3, 4]",0,"[318, 415, 482]"
q2vsXnsjNB_,ConserWeightive Behavioral Cloning for Reliable Offline Reinforcement Learning,"['offline RL', 'behavioral cloning', 'conservatism']","[5, 3, 5, 5]","[4, 4, 4, 4]",0,"[337, 285, 767, 633]"
oxIbD0j-GGo,Dynamics Model Based Adversarial Training For Competitive Reinforcement Learning,"['Adversarial Training', 'Competitive Reinforcement Learning', 'Adversarial Robustness']","[5, 3, 3, 5]","[4, 4, 4, 4]",0,"[418, 406, 451, 522]"
8-2sjUPp_YD,ADVL: Adaptive Distillation for Vision-Language Tasks,"['vision language', 'kowledge distillation', 'vcr', 'vqa', 'snli-ve', 'visual question answering', 'commonsense reasoning', 'pretraining', 'multimodal', 'robust', 'low-shot', 'zero-shot', 'domain-shift', 'debiased']","[3, 3, 3]","[4, 4, 5]",0,"[732, 465, 376]"
bH-kCY6LdKg,A new characterization of the edge of stability based on a sharpness measure aware of batch gradient distribution,"['edge of stability', 'SGD', 'learning rate', 'batch size', 'optimization', 'generalization', 'implicit bias', 'implicit regularization', 'sharpness', 'scaling rule']","[5, 5, 6]","[3, 4, 3]",0,"[390, 878, 341]"
8MneBPDxV9L,Finding the smallest tree in the forest: Monte Carlo Forest Search for UNSAT solving,"['Monte Carlo Tree Search', 'Reinforcement learning', 'Combinatorial optimization', 'SAT']","[3, 6, 3, 3]","[4, 5, 3, 2]",0,"[565, 400, 583, 643]"
RDy3IbvjMqT,$\mathrm{SE}(3)$-Equivariant Attention Networks for Shape Reconstruction in Function Space,"['shape reconstruction', 'equivariance', 'neural fields', 'attention', '3D vision', 'point clouds']","[6, 8, 5, 5]","[3, 3, 4, 3]",0,"[185, 516, 474, 452]"
D8ulVmpjzYX,PBES: PCA Based Exemplar Sampling Algorithm for Continual Learning,"['Continual Learning', 'Incremental Learning', 'Machine Learning', 'PCA', 'principal directions', 'principal component analysis', 'Class-incremental learning']","[5, 3, 3]","[3, 4, 4]",0,"[184, 327, 970]"
15lSKp0wBnm,"3D-IntPhys: Learning 3D Visual Intuitive Physics for Fluids, Rigid Bodies, and Granular Materials","['Visual Intuitive Physics', 'Neural Implicit Representations', 'Graph Neural Networks', 'Learning-Based Dynamics Modeling', 'Particle-Based Dynamics']","[3, 5, 3, 10]","[5, 4, 3, 3]",0,"[1266, 339, 366, 223]"
m_GDIItaI3o,Continual Post-Training of Language Models,"['Continual learning', 'Domain-adaptive Pretraining', 'Post-training']","[5, 3, 8]","[5, 1, 4]",0,"[540, 162, 311]"
PvDY71zKsvP,Min-Max Multi-objective Bilevel Optimization with Applications in Robust Machine Learning,"['robust optimization', 'bilevel optimization', 'multi-objective optimization']","[5, 6, 5]","[4, 5, 5]",0,"[627, 372, 218]"
1n1c7cHl3Zc,The Plug and Play of Language Models for Text-to-image Generation,"['Text-to-Image Generation', 'Language Models', 'Efficiency']","[6, 3, 6, 5]","[2, 4, 3, 4]",0,"[129, 518, 420, 776]"
V2BQvSIWnYD,Learning Arborescence with An Efficient Inference Algorithm,"['minimum weight arborescence', 'arborescence Learning']","[3, 3, 3]","[2, 2, 4]",0,"[291, 310, 386]"
Uuf2q9TfXGA,"Understanding Ensemble, Knowledge Distillation and Self-Distillation in Deep Learning",[],"[5, 10, 10, 8]","[1, 4, 4, 2]",0,"[299, 449, 135, 319]"
rMQ1Wme3S0c,A Score-Based Model for Learning Neural Wavefunctions,"['Neural wavefunction', 'Quantum Monte Carlo', 'Score-based method']","[6, 5, 3, 6]","[3, 4, 3, 3]",0,"[791, 402, 790, 798]"
IsCg7qoy8i9,Benchmarking Algorithms for Domain Generalization in Federated Learning,"['Domain Generalization', 'Federated Learning', 'Benchmark.']","[5, 5, 5, 6]","[3, 3, 3, 5]",0,"[367, 275, 498, 291]"
dF0g-5k05h_,The Vendi Score: A Diversity Evaluation Metric for Machine Learning,[],"[3, 5, 5]","[4, 5, 5]",0,"[172, 1071, 735]"
7h5KSs2PCRi,How Can GANs Learn Hierarchical Generative Models for Real-World Distributions,[],"[6, 6, 6]","[3, 2, 2]",0,"[543, 389, 512]"
9yE2xEj0BH7,Spotlight: Mobile UI Understanding using Vision-Language Models with a Focus,"['vision-language', 'UI', 'few-shot', 'finetuning', 'multi-task']","[5, 6, 5]","[4, 4, 3]",0,"[401, 510, 633]"
rimcq1oIFeR,A Control-Centric Benchmark for Video Prediction,"['benchmarking', 'video prediction', 'visual MPC', 'manipulation']","[6, 8, 3, 6]","[2, 4, 4, 3]",0,"[226, 513, 420, 402]"
ncQCD9M8SwT,Continual Learning Based on Sub-Networks and Task Similarity,"['Continual learning', 'NLP tasks', 'Task Similarity', 'Sub-network']","[5, 5, 6, 5]","[5, 3, 4, 4]",0,"[639, 544, 403, 550]"
vsMyHUq_C1c,A Stable and Scalable Method for Solving Initial Value PDEs with Neural Networks,"['PDE', 'Neural PDE solvers', 'Initial value problems']","[6, 3, 3]","[3, 4, 4]",0,"[376, 580, 292]"
npwbjVljAEU,Shallow Learning In Materio.,[],"[3, 1, 1, 3]","[2, 4, 4, 3]",0,"[56, 188, 214, 715]"
j2ymLjCr-Sj,How Can Deep Learning Performs Deep (Hierarchical) Learning,[],"[5, 5, 6, 3]","[2, 3, 3, 2]",0,"[212, 639, 412, 848]"
tGHi1HFNBx1,Data Subset Selection via Machine Teaching,"['Data pruning', 'data selection', 'machine teaching']","[5, 6, 5]","[4, 4, 3]",0,"[154, 553, 628]"
1PTeB4MWCfU,Do Summarization Models Synthesize?,"['Summarization', 'Factuality', 'Sentiment', 'Systematic Reviews', 'Evidence Synthesis']","[6, 3, 5, 3]","[4, 4, 3, 4]",0,"[342, 422, 425, 385]"
NEEtm5laNK1,CHiLS: Zero-Shot Image Classification with Hierarchical Label Sets,"['open vocabulary models', 'CLIP', 'zero-shot learning', 'zero-shot image classification']","[5, 3, 3, 5]","[3, 4, 3, 5]",0,"[241, 503, 239, 1295]"
po-oqRst4Xm,Multi-Grid Tensorized Fourier Neural  Operator for High Resolution PDEs,"['Fourier-Neural-Operators', 'Tensorization', 'Multi-Grid']","[5, 5, 5]","[4, 4, 3]",0,"[390, 506, 178]"
oVPqFCI1g7q,$\beta$-Stochastic Sign SGD: A Byzantine Resilient and Differentially Private Gradient Compressor for Federated Learning,"['distributed systems', 'differential privacy', 'communication efficiency', 'convergence rate analysis', 'robust optimization']","[3, 6, 5, 3]","[3, 2, 4, 4]",0,"[633, 125, 446, 337]"
MRfbe7VAoqu,Sequential Brick Assembly with Efficient Constraint Satisfaction,"['combinatorial problem', 'brick assembly']","[6, 5, 5, 3]","[4, 3, 3, 4]",0,"[416, 1080, 497, 582]"
VCyfx4aghT3,Cross-Domain Self-Supervised Deep Learning for Robust Alzheimer's Disease Progression Modeling,"['Self-supervision', 'regression', '3D imaging', 'transfer learning', 'predictive modeling']","[5, 1, 3, 3]","[4, 5, 3, 4]",0,"[134, 199, 321, 273]"
WtW_s7EDWPe,Data-Efficient Finetuning Using Cross-Task Nearest Neighbors,"['multitasking', 'retrieval', 'few-shot', 'efficiency', 'nlp']","[6, 8, 3, 6]","[4, 5, 5, 5]",0,"[357, 538, 944, 209]"
a65YK0cqH8g,"Heavy-tailed Noise Does Not Explain the Gap Between SGD and Adam, but Sign Descent Might","['optimization for deep learning', 'adaptive methods', 'adam', 'rmsprop', 'sgd', 'sign descent', 'noise', 'stochasticity', 'full batch']","[6, 3, 6, 6]","[3, 4, 4, 4]",0,"[339, 831, 603, 521]"
sBfTc3SD9gp,BiAdam: Fast Adaptive Bilevel Optimization Methods,"['Bilevel Optimization', 'Momentum', 'Adaptive Learning Rate', 'Variance Reduced', 'Hyper-Parameter Learning']","[3, 5, 8, 8]","[3, 2, 4, 4]",0,"[290, 139, 269, 292]"
li7qeBbCR1t,Building Normalizing Flows with Stochastic Interpolants,"['normalizing flow', 'ODE', 'generative model']","[3, 6, 5, 8]","[4, 5, 4, 3]",0,"[602, 786, 979, 435]"
dz8i-yzXeVg,Elicitation Inference Optimization for Multi-Principal-Agent Alignment,"['alignment', 'large language models', 'LLMs', 'NLP', 'transfer learning', 'human-centered AI', 'LLMs', 'preference modeling']","[5, 6, 5]","[4, 2, 2]",0,"[579, 316, 704]"
VE1s3e5xriA,Dual Student Networks for Data-Free Model Stealing,[],"[6, 3, 3, 8]","[4, 3, 3, 4]",0,"[377, 496, 406, 356]"
Fj1S0SV8p3U,Augmentation Curriculum Learning For Generalization in RL,"['reinforcement learning', 'generalization', 'pixel-based RL', 'embodied learning']","[3, 5, 6, 5]","[4, 2, 3, 3]",0,"[659, 650, 620, 478]"
nWTzIsgrYNN,Composite Slice Transformer: An Efficient Transformer with Composition of Multi-Scale Multi-Range Attentions,"['transformer', 'efficient transformer', 'efficient attention']","[5, 8, 6, 6]","[5, 4, 3, 3]",0,"[364, 814, 297, 215]"
jH6pg6JaSP2,Graph Fourier MMD for signals on data graphs,"['Optimal transport', 'Data Geometry', 'Graph Signal Processing']","[3, 5, 3, 6]","[4, 4, 4, 4]",0,"[609, 551, 1271, 211]"
dhYUMMy0_Eg,Equal Improvability: A New Fairness Notion Considering the Long-term Impact,"['Fairness and Bias in Artificial Intelligence', 'Machine Learning']","[6, 3, 6, 5]","[3, 4, 4, 3]",0,"[964, 566, 431, 505]"
7T2XgpklLDA,Does progress on ImageNet transfer to real world datasets?,[],"[5, 6, 8, 3]","[4, 5, 4, 3]",0,"[358, 503, 437, 636]"
z9SIj-IM7tn,Competitive Physics Informed Networks ,"['Physics informed learning', 'multi-agent games', 'Lagrange multipliers', 'partial differential equations']","[3, 8, 6, 5]","[5, 4, 3, 5]",0,"[664, 264, 222, 556]"
_nGgzQjzaRy,Decomposed Prompting: A Modular Approach for Solving Complex Tasks,"['prompting', 'decomposition', 'in-context learning', 'reasoning', 'few-shot prompts', 'multi-step reasoning']","[6, 5, 5, 6]","[4, 4, 4, 3]",0,"[296, 691, 596, 247]"
i0lHs3ji9xT,Designing and Using Goal-Conditioned Tools,"['Design', 'Manipulation', 'RL', 'Tool use']","[3, 5, 5]","[4, 1, 4]",0,"[733, 336, 459]"
qDQRvlFfz-K,Post-mortem on a deep learning contest: a Simpson’s paradox and the complementary roles of scale metrics versus shape metrics,"['model diagnostics', 'heavy-tailed self regularization', ""Simpson's paradox""]","[6, 1, 3, 3]","[3, 4, 3, 3]",0,"[259, 297, 717, 401]"
9XAZBUfnefS,ProtFIM: Fill-in-Middle Protein Sequence Design via Protein Language Models,"['Protein language modeling', 'Protein engineering', 'Text infilling']","[5, 5, 5, 3]","[4, 4, 4, 4]",0,"[444, 294, 456, 222]"
3C9Eqd0hCrr,Beyond Deep Learning: An Evolutionary Feature Engineering Approach to Tabular Data Classification,"['Automated Feature Construction', 'Automated Machine Learning', 'Genetic Programming', 'Evolutionary Algorithm']","[6, 3, 5]","[4, 3, 3]",0,"[183, 233, 502]"
lw1WKaIL3LR,Proportional Multicalibration,"['fairness', 'calibration', 'risk prediction', 'multicalibration', 'clinical decision support']","[6, 3, 3, 5]","[3, 5, 3, 4]",0,"[643, 416, 695, 691]"
n_SwMH9o-oT,On The Impact of Machine Learning Randomness on Group Fairness,[],[],[],0,[]
mzrNhoaHRDc,Using the Training History to Detect and Prevent Overfitting in Deep Learning Models,"['overfitting', 'early stopping', 'deep learning']","[3, 6, 5, 5]","[4, 4, 4, 3]",0,"[385, 570, 442, 1155]"
WY0g8Gu58at,Multi-scale Sinusoidal Embeddings Enable Learning on High Resolution Mass Spectrometry Data,"['Cheminformatics for Life Sciences', 'Tandem Mass Spectrometry', 'Transformers']","[1, 5, 5]","[5, 4, 3]",0,"[445, 1026, 211]"
9MO7bjoAfIA,Self-Ensemble Protection: Training Checkpoints Are Good Data Protectors,"['data protection', 'poisoning attack', 'self-ensemble', 'deep neural network']","[5, 5, 6]","[4, 3, 4]",0,"[281, 247, 274]"
3l36EPLnPzA,Efficient parametric approximations of neural net function space distance,"['Function space distance', 'memory-efficiency', 'continual learning', 'influence function estimation']","[5, 3, 5, 8]","[3, 4, 2, 2]",0,"[453, 623, 413, 268]"
pXDmbfVL_SB,Systematic Generalization and Emergent Structures in Transformers Trained on Structured Tasks,"['systematic generalization', 'transformers', 'representation', 'multi-task learning']","[3, 1, 5]","[5, 5, 3]",0,"[749, 178, 430]"
ZMz-sW6gCLF,Energy-Inspired Self-Supervised Pretraining for Vision Models,[],"[6, 6, 5, 6, 5, 5]","[3, 5, 5, 4, 3, 4]",0,"[842, 474, 891, 487, 264, 620]"
2EpjkjzdCAa,Effectively Modeling Time Series with Simple Discrete State Spaces,"['time series', 'forecasting', 'state-space models', 'time series classification']","[8, 3, 3, 3]","[3, 3, 3, 3]",0,"[583, 473, 504, 361]"
YrZEKNLWhlp,Forgetful causal masking makes causal language models better zero-shot learners,"['Language modeling', 'casual language model', 'few shot language models']","[3, 6, 6, 1]","[5, 4, 3, 5]",0,"[247, 677, 311, 526]"
KRLUvxh8uaX,"When and why Vision-Language Models behave like Bags-of-Words, and what to do about it?","['vision-language models', 'clip', 'contrastive learning', 'retrieval', 'vision-language pretraining', 'multimodal representation learning']","[8, 8, 6, 6]","[4, 4, 4, 4]",0,"[519, 621, 248, 314]"
Jbdc0vTOcol,A Time Series is Worth 64 Words:  Long-term Forecasting with Transformers,"['time series', 'transformer', 'forecasting', 'channel-independence', 'self-supervised learning', 'representation learning']","[6, 5, 6, 5]","[3, 4, 4, 4]",0,"[500, 381, 384, 230]"
65P6pfeT3eg,Protecting DNN from Evasion Attacks using Ensemble of High Focal Diversity,[],"[5, 3, 3]","[4, 2, 3]",0,"[577, 602, 711]"
086pmarAris,Fantastic Rewards and How to Tame Them: A Case Study on Reward Learning for Task-Oriented Dialogue Systems,"['task-oriented dialogue', 'reinforcement learning', 'reward learning']","[5, 8, 6]","[4, 3, 4]",0,"[318, 318, 570]"
faPdyjayCRi,Efficient Stochastic Optimization for Attacking Randomness Involved Inference,[],"[5, 3, 3, 3]","[4, 3, 2, 4]",0,"[128, 240, 95, 228]"
8jU7wy7N7mA,Supervision Complexity and its Role in Knowledge Distillation,"['distillation', 'kernel methods', 'neural tangent kernel']","[6, 5, 8]","[3, 4, 2]",0,"[771, 631, 244]"
ZaQrYalGFIh,GLINKX: A Scalable Unified Framework For Homophilous and Heterophilous Graphs,"['graph learning', 'node classification', 'homophily', 'heterophily', 'positional embeddings', 'knowledge graph embeddings', 'monophily', 'label propagation']","[3, 3, 5, 3]","[4, 4, 4, 2]",0,"[294, 467, 417, 178]"
kocBczDfBeT,Marich: A Query-efficient & Online Model Extraction Attack using Public Data,"['Privacy attacks', 'Model extraction', 'Membership inference', 'Black-box attack', 'Query efficiency', 'Active learning']","[6, 3, 3]","[3, 4, 4]",0,"[996, 475, 672]"
tOG2kU6h57B,CORE-PERIPHERY PRINCIPLE GUIDED REDESIGN OF SELF-ATTENTION IN TRANSFORMERS,"['Core-periphery Structure', 'Self-Attention']","[5, 6, 5, 3]","[4, 4, 4, 3]",0,"[480, 246, 642, 708]"
-hWhz9xfrB9,Lovasz Theta Contrastive Learning,"['Lovasz theta', 'Contrastive learning', 'Similarity graph', 'Graph Theory']","[3, 6, 10, 5]","[4, 4, 4, 4]",0,"[431, 665, 596, 411]"
-htnolWDLvP,Transferable Unlearnable Examples,"['Unlearnable Examples', 'Data Protection']","[6, 5, 6]","[4, 4, 4]",0,"[267, 355, 128]"
bbf_lxmcpTQ,MUG: Interactive Multimodal Grounding on User Interfaces,"['Multimodal Grounding', 'UI', 'Mobile', 'Interaction']","[5, 5, 5, 3]","[4, 4, 4, 4]",0,"[642, 411, 242, 381]"
b1F-_7dUo0w,Tabular Deep Learning when $d \gg n$ by Using an Auxiliary Knowledge Graph,"['Tabular Deep Learning', 'Knowledge Graph', 'High Dimensional', 'Low Sample']","[8, 5, 3, 1]","[4, 4, 3, 4]",0,"[660, 282, 329, 405]"
3pfNb4pZBNp,Random Laplacian Features for Learning with Hyperbolic Space,"['hyperbolic space', 'random features', 'kernel approximation']","[3, 8, 6]","[4, 3, 3]",0,"[142, 632, 466]"
SjzFVSJUt8S,Replay Memory as An Empirical MDP: Combining Conservative Estimation with Experience Replay,[],"[6, 5, 5, 6]","[4, 4, 5, 4]",0,"[377, 1156, 547, 423]"
vouQcZS8KfW,Neural Causal Models for Counterfactual Identification and Estimation,"['causal inference', 'deep learning', 'neural models', 'neural causal models', 'causal identification', 'causal estimation', 'counterfactual']","[8, 5, 6]","[2, 2, 2]",0,"[126, 271, 280]"
cRCEabpC5XQ,Connecting representation and generation via masked vision-language transformer,"['Representation Learning', 'Pre-training', 'Generative Model', 'Conditional Generation']","[3, 5, 3, 5]","[4, 3, 4, 4]",0,"[125, 423, 462, 1146]"
wXdEKf5mV6N,Is margin all you need? An extensive empirical study of active learning on tabular data,[],"[5, 6, 3]","[5, 4, 3]",0,"[518, 294, 368]"
vCJ9-Ri-6xU,"Momentum Stiefel Optimizer, with Applications to Suitably-Orthogonal Attention, and Optimal Transport",[],"[10, 6, 5, 6]","[4, 3, 4, 1]",0,"[272, 305, 375, 90]"
ZZCJv2biATn,Target Conditioned Representation Independence (TCRI); from Domain-Invariant to Domain-General Representations,"['Domain Generalization', 'Out-of-distribution Generalization', 'Transfer Learning', 'Distribution Shift', 'Covariate Shift']","[6, 6, 3, 5]","[2, 3, 4, 3]",0,"[183, 498, 80, 337]"
gwPea8qxdzz,Multi-Task Option Learning and Discovery for Stochastic Path Planning,"['Option discovery', 'learning abstractions', 'planning and learning', 'reinforcement learning', 'RL for robotics', 'hierarchical methods', 'stochastic path planning']","[6, 6, 3, 5]","[3, 4, 4, 2]",0,"[604, 420, 484, 458]"
u_pS0sDr95-,MolEBM: Molecule Generation and Design by Latent Space Energy-Based Modeling,"['molecule design', 'energy-based model']","[5, 6, 3]","[4, 3, 4]",0,"[541, 235, 534]"
UvmDCdSPDOW,Information-Theoretic Diffusion,"['diffusion', 'density models', 'information theory']","[8, 6, 6, 5]","[3, 3, 4, 4]",0,"[300, 279, 366, 470]"
Ry-cTiH_cus,Bandwith Enables Generalization in Quantum Kernel Models,"['kernel methods', 'generalization error', 'quantum machine learning', 'spectral bias']","[3, 8, 6, 3]","[3, 2, 3, 4]",0,"[326, 324, 325, 135]"
Uo3usD5FFSR,Giving Robots a Hand: Broadening Generalization via Hand-Centric Human Video Demonstrations,"['imitation learning', 'robotics', 'manipulation', 'learning from human demonstrations', 'learning from observations', 'generalization', 'visuomotor control']","[5, 3, 3]","[4, 5, 2]",0,"[244, 422, 508]"
-syx4GzWdTM,SpENCNN: Orchestrating Encoding and Sparsity for Fast Homomorphically Encrypted Neural Network Inference,"['Cryptographic inference', 'model sparsity', 'data encoding']","[5, 5, 5]","[5, 3, 3]",0,"[579, 190, 308]"
_tfLpF9mFiq,No Pairs Left Behind: Improving Metric Learning with Regularized Triplet Objective,"['Deep Metric Learning', 'Representation Learning', 'Machine Learning for Healthcare', 'Triplet Loss']","[3, 5, 3]","[4, 3, 4]",0,"[208, 360, 520]"
m1f8XUs-RQP,Minimal Value-Equivalent Partial Models for Scalable and Robust Planning in Lifelong Reinforcement Learning,"['reinforcement learning', 'lifelong learning', 'transfer learning', 'model-based reinforcement learning']","[5, 6, 6, 3]","[4, 4, 3, 4]",0,"[365, 660, 324, 231]"
PQk-8VyP-dv,Gradient Preconditioning for Non-Lipschitz smooth Nonconvex Optimization,[],"[3, 5, 5]","[4, 4, 3]",0,"[478, 292, 327]"
m2OeuIGTJW-,Predictive Coding with Approximate Laplace Monte Carlo,"['predictive coding', 'variational Bayes', 'Laplace approximation', 'generative modelling', 'free energy']","[3, 3, 6, 3]","[2, 4, 3, 4]",0,"[239, 334, 438, 427]"
BcbwGQWB-Kd,What Spurious Features Can Pretrained Language Models Combat?,"['spurious correlation', 'pretrained language models']","[5, 6, 5, 5]","[2, 3, 4, 4]",0,"[398, 215, 795, 483]"
GPJVuyX4p_h,SIMPLE: A Gradient Estimator for k-Subset Sampling,[],"[6, 3, 3, 6]","[4, 2, 4, 2]",0,"[519, 242, 415, 78]"
W668diqwp4l,Transformers Implement First-Order Logic with Majority Quantifiers,"['transformers', 'complexity theory', 'logic', 'interpretability']","[3, 5, 6, 3, 8]","[4, 3, 2, 4, 4]",0,"[318, 358, 160, 551, 740]"
yPMsKyrn5A-,Robustness Evaluation Using Local Substitute Networks,"['Robustness', 'verification', 'pruning', 'neural networks']","[3, 1, 3, 3]","[5, 4, 4, 5]",0,"[379, 142, 562, 905]"
gLPkzWjdhBN,Learning Iterative Neural Optimizers for Image Steganography,[],"[8, 8, 6, 6]","[3, 3, 4, 4]",0,"[192, 577, 396, 361]"
r_4nJuPpCh-,Graph Neural Networks as Multi-View Learning,"['Graph Neural Networks', 'Alternating Optimization', 'Semi-Supervised Learning', 'Multi-View Learning']","[3, 3, 3, 5]","[4, 4, 4, 4]",0,"[474, 241, 466, 269]"
gUL6zYN4Uaf,Cramming: Training a language model on a single GPU in one day,"['Transformers', 'Scaling', 'Pretraining', 'Language']","[6, 5, 5, 5]","[2, 3, 3, 3]",0,"[680, 484, 170, 632]"
ntIq8Wm79G-,BertNet: Harvesting Knowledge Graphs from Pretrained Language Models,"['knowledge graph', 'pretrained language models']","[5, 3, 5]","[4, 4, 4]",0,"[462, 607, 438]"
V-RDBWYf0go,How Hard is Trojan Detection in DNNs? Fooling Detectors With Evasive Trojans,"['trojan detection', 'neural trojans', 'trojans', 'hidden functionality', 'monitoring']","[5, 6, 5, 3]","[4, 4, 3, 4]",0,"[1070, 350, 339, 349]"
UERcQuXlwy,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,"['self-supervised', 'pretraining', 'screenshots', 'parsing', 'language', 'vision', 'transformers', 'interfaces', 'charts', 'figures', 'tables', 'documents']","[6, 6, 5]","[3, 5, 3]",0,"[341, 534, 652]"
LdUByi1hN3,Label-Free Synthetic Pretraining of Object Detectors,[],"[5, 3, 5, 3]","[4, 4, 3, 5]",0,"[288, 666, 190, 506]"
Zeb5mTuqT5,Confidence-Conditioned Value Functions for Offline Reinforcement Learning,"['reinforcement learning', 'offline reinforcement learning', 'ensembles', 'adaptation']","[3, 5, 8, 6]","[5, 2, 3, 3]",0,"[787, 306, 469, 415]"
7NUTyhyQt9x,Current Anomaly Detectors are Anomalous: On Semantic Treatment of OOD Inputs,"['machine learning', 'training distribution', 'out-of-distribution', 'OODs', 'detection', 'semantic information']","[5, 3, 3, 5]","[4, 4, 4, 3]",0,"[497, 648, 273, 635]"
lwVwTjNwNl,FedX: Federated Learning for Compositional Pairwise Risk Optimization,"['Federated Learning', 'Pairwise Loss', 'Compositional Optimization']","[6, 6, 3]","[4, 2, 3]",0,"[340, 368, 850]"
hJqGbUpDGV,On the Sensitivity of Reward Inference to Misspecified Human Models,"['reward learning', 'inverse reinforcement learning', 'misspecification']","[8, 3, 8, 8]","[3, 2, 4, 3]",0,"[246, 396, 909, 432]"
HVvqbDQdhW2,DeepDFA: Dataflow Analysis-Guided Efficient Graph Learning for Vulnerability Detection,"['deep learning', 'vulnerability detection', 'dataflow analysis', 'program analysis']","[3, 3, 3, 3]","[4, 4, 4, 4]",0,"[425, 579, 695, 376]"
x9tAJ3_N0k,Probability flow solution of the Fokker-Planck equation,"['score-based diffusion', 'high-dimensional scientific computing']","[5, 6, 5]","[4, 5, 4]",0,"[539, 277, 560]"
lH1PV42cbF,Binding Language Models in Symbolic Languages,"['semantic parsing', 'large language model', 'neural symbolic', 'code generation']","[6, 8, 8]","[4, 3, 4]",0,"[204, 209, 269]"
lgIPsrxrU7,Probabilistic Categorical Adversarial Attack and Adversarial Training,"['adversarial attacks', 'robustness', 'discrete input model']","[3, 5, 5, 8]","[3, 4, 4, 2]",0,"[316, 674, 209, 209]"
fFAV-_MCTd,Multi-Sample Contrastive Neural Topic Model as Multi-Task Learning,[],"[6, 3, 8, 3]","[3, 4, 4, 4]",0,"[255, 287, 280, 627]"
H3HcEJA2Um,Time Will Tell: New Outlooks and A Baseline for Temporal Multi-View 3D Object Detection,"['Computer Vision', '3D Object Detection', 'Stereo Matching']","[8, 6, 6]","[3, 4, 5]",0,"[249, 468, 694]"
8mQrCW_JO3,Less Is More: Training on Low-Fidelity Images Improves Robustness to Adversarial Attacks,[],"[6, 5, 5, 3]","[4, 2, 3, 4]",0,"[778, 561, 435, 207]"
hAcApnx50F,Greedy Information Maximization for Online Feature Selection,"['Online learning', 'feature selection', 'greedy optimization', 'mutual information']","[5, 5, 3, 3, 5, 6]","[3, 3, 4, 4, 4, 3]",0,"[239, 551, 450, 794, 874, 301]"
l1tSyx67_J,Towards Fair Classification against Poisoning Attacks,"['Poisoning Attacks', 'Fairness', 'Robustness']","[5, 5, 5]","[3, 4, 5]",0,"[347, 572, 631]"
1jDN-RfQfrb,Unveiling Transformers with LEGO: A Synthetic Reasoning Task,"['transformers', 'logical reasoning', 'role of pretraining', 'attention pattern']","[6, 6, 3, 8]","[3, 4, 4, 3]",0,"[505, 205, 309, 335]"
