id,title,keywords,ratings,confidences,withdraw,review_lengths,decision
dO4aZ9-CsTn,Hierarchical Prototypes for  Unsupervised Dynamics Generalization in Model-Based Reinforcement Learning,"['Unsupervised Dynamics Generalization', 'Model-Based Reinforcement Learning']","[5, 3, 5]","[4, 4, 4]",0,"[849, 465, 553]",Reject
zuQQ7GrDFfH,Irregularity Reflection Neural Network for Time Series Forecasting,"['DNN', 'CNN', 'time series', 'fourier series', 'irregularity representation learning']","[5, 6, 5]","[4, 3, 4]",0,"[598, 452, 570]",Reject
dMMPUvNSYJr,Sequential Learning of Neural Networks for Prequential MDL,"['mdl', 'continual-learning', 'deep-learning']","[3, 3, 5]","[5, 5, 3]",1,"[166, 239, 564]",
O5PXo5Y0csVi,Relaxed Attention for Transformer Models,"['transformer', 'attention', 'regularization', 'internal language model', 'relaxed attention']","[5, 6, 5]","[5, 2, 5]",0,"[564, 416, 364]",Reject
TLx9diIRJVj,SynBench: Task-Agnostic Benchmarking of Pretrained Representations using Synthetic Data,[],"[8, 8, 8]","[2, 3, 5]",0,"[500, 133, 255]",Accept: notable-top-25%
lIu-ixf-Tzf,Learning topology-preserving data representations,"['representation learning', 'dimensionality reduction', 'topological data analysis']","[3, 5, 8, 3]","[3, 4, 5, 4]",0,"[459, 384, 125, 934]",Reject
CCF5eG4UPNS,Interpreting Class Conditional GANs with Channel Awareness,"['class-conditional GANs', 'representations', 'interpretation']","[3, 3, 3, 5]","[2, 5, 4, 3]",0,"[153, 184, 217, 654]",Reject
5d_yTyTj646,Escaping saddle points in zeroth-order optimization:  two function evaluations suffice,"['zeroth-order optimization', 'nonconvex optimization', 'escape saddle points']","[3, 6, 5]","[4, 3, 3]",1,"[627, 273, 561]",
QVSoh6VM4nG,Vector Quantization and Shifting: Exploiting Latent Properties to Optimize Neural Codecs,"['Neural Image Compression', 'Uniform Vector Quantization', 'Gradient of Entropy']","[5, 3, 1]","[2, 3, 4]",0,"[304, 476, 1238]",Reject
i1Z_VysEgu8,Time-Myopic Go-Explore: Learning A State Representation for the Go-Explore Paradigm,"['Exploration', 'Self-Supervised Learning', 'Go-Explore']","[3, 3, 5]","[3, 3, 3]",0,"[214, 384, 393]",Reject
OIcMPYZXFPL,Mastering Spatial Graph Prediction of Road Networks,[],"[3, 6, 5, 5]","[4, 4, 3, 3]",1,"[942, 470, 606, 379]",
cXMHQD-xQas,Learning Probabilistic Topological Representations Using Discrete Morse Theory,"['Topological Representation', 'Discrete Morse Theory', 'Persistent Homology']","[6, 6, 6]","[4, 1, 4]",0,"[417, 339, 302]",Accept: poster
tMfuHn80HtH,Zero-Label Prompt Selection,[],"[5, 5, 3]","[4, 3, 4]",1,"[427, 544, 330]",
4C8ChYvMYBn,The Curious Case of Benign Memorization,[],"[6, 5, 5, 6]","[4, 4, 4, 4]",0,"[357, 491, 899, 511]",Accept: poster
ceOdspvoaEA,A Connection between One-Step Regularization and Critic Regularization in Reinforcement Learning,"['reinforcement learning', 'regularization', 'one-step RL', 'theory']","[8, 3, 6, 6]","[3, 3, 4, 4]",0,"[309, 518, 1037, 1091]",Accept: poster
2L-nspTvNVC,Deep Class Conditional Gaussians for Continual Learning,"['Contiual Learning', 'Lifelong Learning', 'Bayesian', 'Emprical Bayes', 'Probabilistic Machine Learning']","[3, 5, 6, 3]","[3, 4, 2, 5]",1,"[708, 438, 252, 1119]",
Ph5cJSfD2XN,Unbiased Supervised Contrastive Learning,"['contrastive learning', 'debiasing', 'supervised learning', 'representation learning', 'deep learning', 'neural networks']","[5, 5, 8]","[4, 2, 5]",0,"[353, 219, 734]",Reject
2aSj08z30A1,ReaKE: Contrastive Molecular Representation Learning with Chemical Synthetic Knowledge Graph,[],"[6, 6, 6, 6]","[2, 4, 3, 4]",0,"[527, 378, 278, 156]",Reject
N4k3klHNzQj,Graph MLP-Mixer,[],"[8, 6, 6]","[3, 3, 4]",0,"[710, 380, 504]",Accept: poster
ocyru3h_WIi,Learning to Register Unbalanced Point Pairs,['Point Cloud Registration'],"[5, 5, 6]","[3, 2, 4]",0,"[146, 301, 240]",Reject
5ZSBBhiAapV,On Feature Diversity in Energy-based Models,"['energy-based models', 'redundancy reduction', 'feature diversity']","[3, 6, 3]","[4, 5, 4]",1,"[605, 398, 341]",
nnrdKoTNDV6,Physics Model-based Autoencoding for Magnetic Resonance Fingerprinting,"['Magnetic Resonance Fingerprinting (MRF)', 'Physics based representation learning', 'Medical imaging', 'Anti-causal representation learning', 'Quantitative Magnetic Resonance Imaging (QMRI)']","[6, 6, 6, 8]","[4, 4, 3, 4]",0,"[598, 712, 327, 252]",Accept: poster
mE91GkXYipg,Compositional Prompt Tuning with Motion Cues for Open-vocabulary Video Relation Detection,"['Prompt Tuning', 'Video Relation Detection']","[5, 8, 6, 6]","[4, 4, 3, 4]",0,"[472, 592, 347, 411]",Accept: poster
fSa5IjNMmmi,Multi-objective optimization via equivariant deep hypervolume approximation,"['Multi-objective optimization', 'Hypervolume approximation', 'Geometric deep learning', 'Bayesian optimization', 'Evolutionary algorithms']","[6, 8, 8, 6]","[4, 3, 4, 4]",0,"[329, 294, 505, 543]",Accept: notable-top-25%
KPyHNVpear1,Conditional Execution Of Cascaded Models Improves The Accuracy-Efficiency Trade-Off,"['inference', 'efficiency', 'cascades', 'pretrained']","[8, 6, 8]","[4, 4, 4]",0,"[1010, 275, 398]",Accept: poster
9X3UZJSGIg9,Adversarial Text to Continuous Image Generation,"['gan', 'generative modelling', 'text-to-image', 'text2image', 'hypernetworks']","[3, 5, 5, 5]","[5, 3, 3, 4]",1,"[424, 464, 358, 292]",
rpVxn-rX2Wh,Fine-grained Few-shot Recognition by Deep Object Parsing,"['Few-shot learning', 'Representation learning']","[6, 5, 5]","[2, 4, 3]",0,"[632, 236, 351]",Reject
eHrqmewX1B-,Can Wikipedia Help Offline Reinforcement Learning?,"['offline rl', 'language models', 'transfer learning']","[3, 3, 5, 3]","[4, 4, 4, 3]",0,"[283, 957, 248, 209]",Reject
IWoHx6bY4Zm,Lightweight Equivariant Graph Representation Learning for Protein Engineering,['graph neural networks'],"[6, 5, 5, 5]","[4, 2, 4, 4]",0,"[433, 652, 365, 535]",Reject
nG9RF9z1yy3,DiffusER: Diffusion via Edit-based Reconstruction,"['text generation', 'editing', 'denoising autoencoders']","[5, 8, 6, 6]","[3, 4, 5, 4]",0,"[445, 324, 574, 612]",Accept: poster
1TxMUE7cF6_,Modeling Temporal Data as Continuous Functions with Process Diffusion,"['time series', 'stochastic process', 'diffusion', 'probabilistic forecasting', 'score-based matching']","[5, 8, 6]","[3, 1, 2]",0,"[533, 351, 408]",Reject
Ll21hhIJ_oG,KeyCLD: Learning Constrained Lagrangian Dynamics in Keypoint Coordinates from Images,"['Lagrangian', 'dynamics', 'keypoints', 'images', 'unsupervised']","[3, 6, 6]","[4, 4, 3]",0,"[405, 411, 465]",Reject
7oPAgqxNb20,DynaMS: Dyanmic Margin Selection for Efficient Deep Learning,"['efficient training', 'data selection']","[3, 5, 5]","[3, 3, 4]",1,"[317, 1454, 253]",
n6H86gW8u0d,TANGOS: Regularizing Tabular Neural Networks through Gradient Orthogonalization and Specialization,"['Deep Learning', 'Tabular Data', 'Regularization']","[5, 3, 6, 8]","[4, 4, 3, 3]",0,"[353, 540, 366, 222]",Reject
x01dnxUEDRv,How does Uncertainty-aware Sample-selection Help Decision against Action Noise?,"['Imitation Learning', 'State-Dependent Action Noise', 'Uncertainty-Aware', 'Negative Learning']","[3, 3, 8, 3]","[4, 4, 3, 3]",1,"[389, 390, 526, 337]",
ukea-WPOL4Dw,Inversely Eliciting Numerical Reasoning in Language Models via Solving Linear Systems,"['numerical reasoning', 'language model']","[5, 5, 6, 3]","[4, 5, 2, 4]",0,"[134, 372, 222, 462]",Reject
Vk-34OQ7rFo,Model-based Causal Bayesian Optimization,"['causal inference', 'bayesian optimization']","[3, 6, 3, 3]","[4, 4, 3, 4]",1,"[172, 457, 259, 182]",
4vYWYGd13cZ,Targeted Attacks on Timeseries Forecasting,"['timeseries', 'forecasting', 'targeted attacks', 'adversarial ml', 'ai security', 'apgd']","[3, 3, 8, 6]","[4, 5, 1, 3]",0,"[639, 313, 190, 432]",Reject
Rb3RN0maB7F,QuAFL: Federated Averaging Made Asynchronous and Communication-Efficient,"['Federated Learning', 'Distributed optimization', 'Load Balancing']","[3, 3, 5, 5]","[4, 4, 4, 4]",0,"[419, 380, 382, 183]",Reject
4CQ9os3s4h3,Random Matrix Analysis to Balance between Supervised and Unsupervised Learning under the Low Density Separation Assumption,"['Random Matrix Theory', 'semi-supervised learning', 'high dimensional statistics']","[5, 6, 6, 6]","[4, 2, 4, 4]",0,"[299, 296, 458, 197]",Reject
udNhDCr2KQe,Learning to Solve Constraint Satisfaction Problems with Recurrent Transformers,"['transformer', 'constraint reasoning', 'semi-supervised learning']","[3, 5, 6, 5]","[4, 3, 3, 3]",0,"[323, 266, 200, 769]",Reject
q4qocCgE3uM,MARLlib: Extending RLlib for Multi-agent Reinforcement Learning,['MARL'],"[8, 8, 6, 5]","[3, 4, 2, 3]",0,"[214, 265, 344, 884]",Accept: poster
GrpU6dxFmMN,Improving the imputation of missing data with Markov Blanket discovery,"['Feature selection', 'Imputation', 'Markov Blanket discovery']","[3, 8, 3, 3]","[4, 3, 4, 5]",1,"[377, 484, 395, 508]",
kDSmxOspsXQ,Boosting the Cycle Counting Power of Graph Neural Networks with I$^2$-GNNs,['Graph neural networks'],"[8, 6, 6, 5]","[4, 4, 3, 4]",0,"[499, 576, 283, 491]",Accept: poster
35PLkGkJOQ4,Energy Consumption-Aware Tabular Benchmarks for Neural Architecture Search,"['NAS', 'tabular benchmarks', 'energy consumption', 'carbon footprint', 'deep learning', 'multi-objective optimisation', 'automl']","[3, 3, 3]","[4, 4, 4]",0,"[141, 678, 430]",Reject
WlbG820mRH-,Fundamental Limits in Formal Verification of Message-Passing Neural Networks,"['formal verification', 'graph neural networks']","[8, 6, 8]","[3, 3, 3]",0,"[759, 421, 376]",Accept: notable-top-25%
t9myAV_dpCB,Score Matching via Differentiable Physics,"['diffusion models', 'physics simulations', 'stochastic partial differential equations']","[6, 8, 8, 8]","[4, 4, 3, 4]",0,"[252, 400, 200, 268]",Accept: notable-top-25%
04OL67rm6ok,QUIC-FL: : Quick Unbiased Compression for Federated Learning,"['Distirubted', 'Mean Estimation', 'Federate Learning', 'Quantization', 'Unbiased', 'Communication Efficient', 'Bandwidth Reduction', 'Compression']","[3, 3, 5, 3]","[4, 4, 4, 4]",1,"[897, 382, 234, 362]",
vFK6PhTxKHR7,FedMEKT: Split Multimodal Embedding Knowledge Transfer in Federated Learning,"['Semi-supervised learning', 'Multimodal Learning', 'Federated Learning', 'Knowledge Transfer']","[6, 6, 3]","[3, 4, 3]",0,"[837, 176, 700]",Reject
4DU_HCijfJp,Short-Term Memory Convolutions,[],"[6, 6, 6]","[3, 4, 3]",0,"[394, 565, 184]",Reject
K7YxdCYmd6w,End-to-End Speech Synthesis Based on Deep Conditional Schrödinger Bridges,[],"[3, 3, 5]","[4, 4, 4]",0,"[189, 223, 391]",Reject
PfpEtB3-csK,LexMAE: Lexicon-Bottlenecked Pretraining for Large-Scale Retrieval,"['Self-Supervised Learning', 'Lexicon Representation', 'Large-Scale Retrieval']","[10, 10, 8, 8]","[4, 5, 4, 4]",0,"[331, 607, 489, 406]",Accept: notable-top-5%
pHMpgT5xWaE,A GNN-Guided Predict-and-Search Framework for Mixed-Integer Linear Programming,[],"[6, 6, 10, 8]","[3, 4, 4, 4]",0,"[632, 327, 312, 559]",Accept: poster
p4RvNzlJX7W,Parameter Averaging for SGD Stabilizes the Implicit Bias towards Flat Regions,"['stochastic gradient descent', 'large step size', 'parameter averaging', 'implicit bias', 'flat minima']","[8, 5, 6]","[3, 4, 4]",0,"[766, 356, 493]",Accept: poster
piIsx-G3Gux,On Explaining Neural Network Robustness with Activation Path,"['Randomized Smoothing', 'Robustness', 'Neural Network']","[5, 6, 6]","[2, 4, 2]",0,"[209, 1725, 337]",Accept: poster
ujibH3ervr,Flareon: Stealthy Backdoor Injection via Poisoned Augmentation,[],"[3, 6, 6]","[4, 4, 3]",0,"[833, 361, 503]",Reject
IN499pgOOEl,Dimensionless instance segmentation by learning graph representations of point clouds,"['instance segmentation', 'graph representation', 'point cloud segmentation']","[8, 6, 6, 8]","[3, 5, 4, 3]",0,"[190, 619, 689, 359]",Accept: notable-top-25%
O_lFCPaF48t,Structure by Architecture: Structured Representations without Regularization,"['Autoencoder', 'Structure', 'Generative', 'Architecture', 'Disentanglement', 'Regularization', 'Hybridization']","[5, 8, 5, 3]","[4, 4, 3, 4]",0,"[452, 502, 632, 837]",Reject
1UCaQYUdE_o,Understanding Neural Coding on Latent Manifolds by Sharing Features and Dividing Ensembles,"['neuroscience', 'neural activity', 'tuning curves', 'neural ensemble detection', 'grid cells', 'latent variable models']","[3, 3, 3]","[4, 3, 4]",0,"[475, 530, 562]",Reject
q-PbpHD3EOk,Learning Fast and Slow for Time Series Forecasting,"['online time series forecasting', 'continual learning']","[3, 6, 3, 3]","[4, 2, 4, 4]",0,"[351, 718, 426, 430]",Reject
E2y2TrpJhYN,Perturbation Defocusing for Adversarial Defense,"['text adversarial defense', 'perturbation defocusing']","[5, 5, 3, 5]","[2, 4, 4, 4]",1,"[318, 770, 302, 357]",
QsgeAdRwILD,Accuracy Boosters: Epoch-Driven Mixed-Mantissa Block Floating-Point for DNN Training,"['DNN training', 'low-precision training', 'mixed-precision training', 'efficient training', 'number formats', 'numerical encodings', 'block floating-point', 'DNN accelerators']","[6, 5, 8]","[3, 3, 5]",0,"[558, 669, 390]",Accept: poster
Y5SEe3dfniJ,Compressing multidimensional weather and climate data into neural networks,"['Weather and climate data', 'Compression']","[3, 3, 6, 6]","[4, 4, 3, 3]",0,"[191, 420, 709, 255]",Reject
FtOxgKe_Zg2,Guess the Instruction! Making Language Models Stronger Zero-Shot Learners,"['natural language processing', 'zeroshot language models', 'large language models']","[5, 3, 8, 3]","[5, 4, 4, 4]",0,"[332, 315, 193, 469]",Reject
fBoNN1Y6PjG,Probabilistic Imputation for Time-series Classification with Missing Data,"['Missing Data Imputation', 'Multivariate Time Series', 'Classification', 'Generative Model', 'Variational Autoencoder', 'Dropout']","[5, 3, 3, 5]","[3, 5, 3, 3]",0,"[718, 578, 1151, 302]",Reject
_BoPed4tYww,Timing is Everything: Learning to Act Selectively with Costly Actions and Budgetary Constraints,"['dynamic programming', 'impulse control', 'optimal stopping', 'reinforcement learning']","[5, 3, 3]","[3, 4, 3]",0,"[221, 381, 340]",Reject
hrRNkyyGGgx,Multi-Head State Space Model for Sequence Modeling,"['multi-head', 'state space', 'transformer', 'stateformer', 'sequence model', 'rnn']","[5, 8, 5, 6]","[4, 4, 3, 3]",0,"[543, 508, 265, 297]",Reject
3urtgEaXCA9,A Weight Variation-Aware Training Method for Hardware Neuromorphic Chips,"['edge computing systems', 'neuro-inspired computing', 'hardware implementation', 'synaptic device', 'hardware-oriented neural network']","[3, 3, 6, 3, 5]","[4, 2, 4, 3, 4]",0,"[470, 488, 366, 209, 559]",Reject
0vG8GbuPOH3,Semantic Prior for Weakly Supervised Class-Incremental Segmentation,"['class-incremental learning', 'weakly supervised semantic segmentation']","[6, 6, 8, 8]","[3, 4, 2, 3]",0,"[484, 516, 335, 975]",Accept: poster
Cx1xYn6vVm2,A Mutual Information Duality Algorithm for Multi-Agent Specialization,"['Multi-agent', 'Reinforcement Learning', 'Mutual Information', 'Duality', 'Policy Gradient', 'Social Graph']","[3, 5, 5]","[5, 5, 4]",0,"[580, 307, 455]",Reject
Lt8bMlhiwx2,DECAP: Decoding CLIP Latents for Zero-shot Captioning,"['Zero-shot captioning', 'Decoder training', 'Multi-modal learning']","[8, 8, 8, 6]","[5, 4, 4, 5]",0,"[292, 375, 498, 387]",Accept: poster
UqVDq19iVx,Biological Factor Regulatory Neural Network,"['biological factor', 'gene regulatory network']","[5, 5, 6]","[4, 3, 4]",0,"[390, 453, 1120]",Reject
LofRPZeXNNk,Preserving Semantics in Textual Adversarial Attacks,"['NLP', 'Adversarial Attacks', 'Sentence Encoders', 'Semantics Similarity']","[6, 5, 8]","[2, 3, 3]",0,"[624, 357, 632]",Accept: poster
wqu7hutzn3K,Unbiased Decisions Reduce Regret: Adversarial Optimism for the Bank Loan Problem,"['adversarial domain adaptation', 'online learning', 'adversarial de-biasing', 'neural optimism']","[3, 3, 5]","[5, 5, 4]",1,"[276, 233, 331]",
wZ2SVhOTzBX,That Label's got Style: Handling Label Style Bias for Uncertain Image Segmentation,"['Uncertainty Quantification', 'Segmentation']","[3, 6, 5, 3]","[4, 3, 3, 3]",1,"[653, 502, 460, 740]",
sAJDi9lD06L,Holistic Adversarially Robust Pruning,"['adversarial robustness', 'model pruning']","[6, 8, 6, 6]","[4, 4, 4, 4]",0,"[614, 536, 525, 204]",Accept: poster
syfgJE6nFRW,PASHA: Efficient HPO and NAS with Progressive Resource Allocation,"['Neural architecture search', 'Hyperparameter optimization', 'Large datasets', 'Computational efficiency', 'Cost']","[3, 6, 6, 6]","[3, 4, 4, 4]",0,"[412, 682, 1517, 839]",Reject
m0fEJ2bvwpw,Thinking fourth dimensionally: Treating Time as a Random Variable in EBMs,"['energy-based models', 'markov chain mote carlo', 'contrastive divergence']","[6, 10, 8]","[3, 3, 4]",0,"[401, 688, 694]",Accept: notable-top-5%
_apb5VI2_0o,Diversity of Generated Unlabeled Data Matters for Few-shot Hypothesis Adaptation,['Hypothesis Adaptation'],"[3, 6, 3, 8, 6]","[4, 2, 3, 4, 3]",0,"[344, 170, 454, 527, 459]",Reject
3VO1y5N7K1H,StableDR: Stabilized Doubly Robust Learning for Recommendation on Data Missing Not at Random,"['Recommender System', 'Bias', 'Debias', 'Doubly Robust']","[5, 5, 5, 6]","[3, 4, 4, 3]",0,"[241, 337, 552, 580]",Reject
a1ttBXvNCLO,Variational Causal Dynamics: Discovering Modular World Models from Interventions,[],"[5, 5, 5]","[4, 3, 3]",0,"[434, 304, 423]",Reject
hF1WEiIYPNb,Query The Agent: Improving Sample Efficiency Through Epistemic Uncertainty Estimation,"['goal-conditioned reinforcement learning', 'reinforcement learning', 'goal-conditioned', 'goal', 'model-free', 'sample efficiency', 'deep reinforcement learning']","[5, 5, 5, 3]","[3, 4, 4, 4]",1,"[169, 351, 424, 1379]",
FbC2VeNlth5,Differentiable Logic Programming for Probabilistic Reasoning,"['Inductive Logic Programming', 'Differentiable Programming', 'Logic Rules']","[3, 5, 3]","[4, 3, 4]",0,"[200, 233, 664]",Reject
5c9imxdLlCW,Rewiring with Positional Encodings for GNNs,[],"[5, 3, 3]","[4, 3, 3]",1,"[400, 183, 1237]",
BR1qoDGxjWp,Feed-Forward Latent Domain Adaptation,"['latent domain adaptation', 'source-free', 'cross-attention', 'meta-learning']","[5, 5, 3]","[4, 2, 2]",1,"[282, 277, 190]",
aoDyX6vSqsd,"Sampling-based inference for large linear models, with application to linearised Laplace","['Laplace', 'linearised Laplace', 'Bayesian neural network', 'Bayesian linear regression', 'uncertainty estimation', 'Bayesian deep learning', 'EM', 'large scale regression', 'sample then optimise', 'evidence framework']","[6, 6, 1, 3]","[3, 3, 4, 3]",1,"[199, 483, 1505, 1095]",
5-Df3tljit7,Defending against Adversarial Audio  via Diffusion Model,"['Adversarial attack and defense', 'AI security', 'speech recognition', 'diffusion models']","[6, 6, 6]","[3, 4, 3]",0,"[318, 417, 238]",Accept: poster
iJ_E0ZCy8fi,Text-Guided Diffusion Image Style Transfer with Contrastive Loss Fine-tuning,"['Diffusion models', 'Style transfer']","[3, 3, 5, 3]","[4, 5, 2, 4]",0,"[284, 482, 204, 388]",Reject
JrVIWD81Z0u,FedProp: Cross-client Label Propagation for Federated Semi-supervised Learning,"['federated learning', 'semi-supervised learning', 'label propagation', 'cryptographically secure computation']","[6, 6, 6]","[3, 3, 3]",0,"[369, 273, 1273]",Accept: poster
eCcG7QlFWeJ,Gated Inference Network: Inferencing and Learning State-Space Models,"['Time Series', 'Recurrent Networks', 'Gaussian Process']","[6, 6, 6]","[4, 4, 4]",0,"[1605, 1344, 351]",Accept: poster
Jifob4dSh99,Theoretical Characterization of the Generalization Performance of Overfitted Meta-Learning,[],"[6, 3, 3, 3]","[3, 4, 4, 4]",1,"[610, 703, 480, 418]",
HwcEuhLtCJr,Cold Posteriors through PAC-Bayes,"['cold posteriors', 'Bayesian', 'Bayesian Neural Networks', 'PAC-Bayes', 'Laplace approximation']","[6, 8, 8, 8]","[2, 3, 4, 4]",0,"[215, 489, 375, 659]",Accept: notable-top-25%
KzkLAE49H9b,Training language models to summarize narratives improves brain alignment,"['language', 'nlp', 'neuroscience', 'fMRI', 'interpretability']","[3, 6, 3]","[1, 3, 4]",1,"[528, 163, 578]",
RMnJxnLwGak,VQ-TR: Vector Quantized Attention for Time Series Forecasting,"['deep learning', 'time series forecasting', 'latent variable models', 'transformer']","[3, 5, 3]","[4, 4, 3]",1,"[429, 347, 622]",
k2CRIF8tJ7Y,Local KL Convergence Rate for Stein Variational Gradient Descent with Reweighted Kernel,"['SVGD', 'asymptotic analysis']","[3, 5, 3]","[4, 3, 4]",0,"[412, 249, 687]",Reject
u4quDwcd9S3,A Decomposition Based Dual Projection Model for Multivariate Time Series Forecasting and Anomaly Detection,"['Multivariate Time Series', 'Decomposition', 'Projection', 'Forecasting', 'Anomaly Detection']","[3, 3, 3, 3, 3]","[4, 4, 3, 2, 4]",0,"[344, 368, 990, 531, 353]",Reject
kTqYrmqnUm1,FedHPO-Bench: A Benchmark Suite for Federated Hyperparameter Optimization,"['federated learning', 'hyperparameter optimization']","[5, 6, 5, 3]","[3, 4, 5, 5]",0,"[491, 219, 499, 501]",Reject
aLgoMwjNDsi,CCT: Cross-consistency training for Clone Detection and Code Search Tasks,"['pre-training', 'language model']","[3, 3, 5, 8]","[3, 5, 3, 3]",0,"[805, 1569, 405, 894]",Reject
_hHYaKu0jcj,Robust Explanation Constraints for Neural Networks,"['Explainability', 'Adversarial Robustness', 'Neural Networks', 'Robustness Certification']","[5, 6, 5]","[5, 4, 4]",1,"[347, 268, 341]",
FoRC6dIfO8u,Cyclophobic Reinforcement Learning,"['Reinforcement learning', 'intrinsic rewards', 'exploration', 'transfer learning', 'objects']","[8, 8, 6]","[2, 4, 3]",0,"[226, 270, 119]",Accept: poster
4orJ47he7WV,Emergent collective intelligence from massive-agent cooperation and competition,"['Reinforcement Learning', 'Multi-agent System', 'Emergent Behavior']","[5, 3, 8, 5]","[5, 5, 4, 4]",1,"[262, 554, 194, 224]",
42zs3qa2kpy,Offline Reinforcement Learning via High-Fidelity Generative Behavior Modeling,"['offline reinforcement learning', 'generative models', 'diffusion models', 'behavior modeling']","[5, 6, 3, 6, 3, 6]","[4, 3, 2, 4, 4, 3]",0,"[492, 351, 88, 358, 475, 172]",Reject
IB5Njg_ztYB,GraphVF: Controllable Protein-Specific 3D Molecule Generation with Variational Flow,"['Controllable Molecular Generation', 'Pocket-based Drug Design', 'Variational Flow']","[6, 6, 8, 8]","[3, 3, 4, 3]",0,"[280, 335, 411, 495]",Accept: notable-top-25%
M3GzgrA7U4,Graph Neural Networks as Gradient Flows: understanding graph convolutions via energy,"['Graph Neural Networks', 'Gradient flows', 'Energy functionals', 'Spectral theory']","[8, 8, 8]","[4, 4, 3]",0,"[328, 425, 493]",Accept: poster
rB6TpjAuSRy,CogVideo: Large-scale Pretraining for Text-to-Video Generation via Transformers,"['pretraining', 'text-to-video generation']","[3, 6, 6]","[3, 3, 3]",0,"[525, 218, 276]",Reject
tXc-riXhmx,Revisit Finetuning strategy for Few-Shot Learning to Strengthen the Equivariance of Emdeddings,"['Few-Shot Learning', 'Finetuning', 'Equivariance']","[3, 3, 6, 3]","[5, 4, 3, 4]",0,"[681, 469, 614, 1034]",Reject
ytuGu-E4cIl,Scalable Multi-Modal Continual Meta-Learning,"['Continual meta-learning', 'Indian Buffet Process', 'Evidential Sparcification']","[6, 5, 5]","[3, 3, 3]",0,"[217, 505, 302]",Reject
Vf6WcUDnY7c,Optimizing Spca-based Continual Learning: A Theoretical Approach,"['continual learning', 'high dimensional statistics', 'machine learning theory']","[8, 6, 8, 8]","[2, 5, 3, 3]",0,"[488, 369, 410, 375]",Accept: notable-top-25%
UYcIheNY9Pf,Value Memory Graph: A Graph-Structured World Model for Offline Reinforcement Learning,"['Offline Reinforcement Learning', 'Model Based Reinforcement learning']","[5, 6, 6, 5, 1]","[3, 3, 3, 3, 2]",0,"[403, 560, 264, 189, 194]",Reject
L97ftsVhiUi,CAKE: CAusal and collaborative proxy-tasKs lEarning for Semi-Supervised Domain Adaptation,[],"[3, 3, 5]","[4, 4, 5]",0,"[240, 781, 578]",Reject
UBSPGUwjNV,RulE: Neural-Symbolic Knowledge Graph Reasoning with Rule Embedding,[],"[5, 3, 6, 6]","[4, 4, 3, 4]",0,"[955, 243, 307, 677]",Reject
Tuk3Pqaizx,Sampling-free Inference for Ab-Initio Potential Energy Surface Networks,"['Graph Neural Networks', 'Computational Physics', 'Self-Generative Learning', 'Machine Learning for Science', 'Online Learning', 'Self-Supervised Learning', 'Molecules']","[6, 8, 6, 8]","[4, 4, 3, 3]",0,"[395, 320, 794, 414]",Accept: notable-top-25%
KyxJ9Yfxo2,Hidden Schema Networks,"['Discrete representation learning', 'Unsupervised knowledge graph learning', 'Relational inductive biases', 'Semantic representation', 'Pretrained language models', 'Discrete VAE', 'Neuro-symbolic AI', 'Language modelling']","[5, 5, 1]","[4, 4, 4]",0,"[832, 273, 743]",Reject
5cAI0qXxyv,$\mathscr{N}$-WL: A New Hierarchy of Expressivity for Graph Neural Networks,"['Graph neural network', 'Weisfeiler-Lehman algorithm', 'k-WL hierarchy', 'graph classification']","[6, 6, 8, 5]","[5, 5, 4, 5]",0,"[809, 761, 598, 651]",Accept: poster
47B_ctC4pJ,Learning Input-agnostic Manipulation Directions in StyleGAN with Text Guidance,"['image manipulation', 'deep learning', 'generative adversarial network']","[6, 6, 6]","[4, 5, 4]",0,"[356, 278, 838]",Accept: poster
Jm-MaqTF6om,End-to-end Invariance Learning with Relational Inductive Biases in Multi-Object Robotic Manipulation,[],"[3, 3, 8]","[4, 2, 3]",1,"[740, 331, 155]",
CW6KmU5wPh,DAVA: Disentangling Adversarial Variational Autoencoder,"['Disentanglement learning', 'varational auto-encoder', 'curriculum learning', 'generative adversarial networks']","[5, 6, 6, 6]","[3, 3, 4, 5]",0,"[966, 622, 817, 850]",Accept: poster
EIgLnNx_lC,TDR-CL: Targeted Doubly Robust Collaborative Learning for Debiased Recommendations,"['Recommender System', 'Bias', 'Debias', 'Doubly Robust']","[3, 5, 3, 8]","[4, 3, 4, 5]",0,"[479, 211, 846, 1032]",Reject
wTGORH_cHPX,DeepGRAND: Deep Graph Neural Diffusion,"['graph neural diffusion', 'graph neural networks', 'oversmoothing']","[6, 5, 3]","[3, 2, 4]",0,"[633, 177, 414]",Reject
fcg9phFVzjd,Learning Discrete Representation with Optimal Transport Quantized Autoencoders,"['VQ-VAE', 'Optimal Transport', '3D Motion Generation']","[3, 5, 5, 5, 6]","[3, 5, 3, 3, 5]",1,"[462, 361, 583, 547, 327]",
Z7O43UCtGMO,How to Keep Cool While Training,"['neural network', 'calibration', 'network calibration', 'cooling', 'temperature scaling', 'classification']","[8, 6, 3]","[4, 2, 4]",0,"[517, 882, 429]",Accept: poster
fcA--b8ycdX,Learning System Dynamics from Sensory Input under Optimal Control Principles,[],"[5, 3, 3, 6]","[4, 3, 4, 4]",1,"[738, 885, 414, 317]",
